"v1","v2"
"83","144"
"83","102"
"83","164"
"83","162"
"83","152"
"83","178"
"83","141"
"83","172"
"83","148"
"83","84"
"83","94"
"83","100"
"83","107"
"83","106"
"83","110"
"83","139"
"83","121"
"83","93"
"83","85"
"83","92"
"83","96"
"83","95"
"83","86"
"83","128"
"83","176"
"83","151"
"83","165"
"83","155"
"83","115"
"83","149"
"83","98"
"83","166"
"83","127"
"83","88"
"83","112"
"83","153"
"83","168"
"83","173"
"83","103"
"83","145"
"83","132"
"83","118"
"83","135"
"83","109"
"83","117"
"83","22"
"83","44"
"83","24"
"83","68"
"83","34"
"83","5"
"83","72"
"83","59"
"83","51"
"83","28"
"83","67"
"83","76"
"83","8"
"83","63"
"83","21"
"83","36"
"83","57"
"83","18"
"83","60"
"83","43"
"83","69"
"83","70"
"83","42"
"83","77"
"83","53"
"83","45"
"83","50"
"83","52"
"83","74"
"83","14"
"83","25"
"83","66"
"83","13"
"83","12"
"83","55"
"83","35"
"83","31"
"83","71"
"83","32"
"83","20"
"83","54"
"83","82"
"83","3"
"83","37"
"83","39"
"83","78"
"83","2"
"83","81"
"83","46"
"83","79"
"83","11"
"83","7"
"83","26"
"83","27"
"83","65"
"83","17"
"83","6"
"83","1"
"83","38"
"83","62"
"83","73"
"83","48"
"83","23"
"83","10"
"83","58"
"83","15"
"83","29"
"83","47"
"83","33"
"83","30"
"83","61"
"83","75"
"83","40"
"83","41"
"83","49"
"83","4"
"84","175"
"84","97"
"84","99"
"84","160"
"84","168"
"84","115"
"84","133"
"84","166"
"84","114"
"84","119"
"84","124"
"84","125"
"84","148"
"84","130"
"84","140"
"84","146"
"84","165"
"84","144"
"84","162"
"84","132"
"84","156"
"84","111"
"84","112"
"84","176"
"84","169"
"84","102"
"84","106"
"84","109"
"84","92"
"84","143"
"84","138"
"84","135"
"84","91"
"84","151"
"84","153"
"84","154"
"84","161"
"84","127"
"84","147"
"84","103"
"84","164"
"84","170"
"84","120"
"84","145"
"84","141"
"84","96"
"84","86"
"84","85"
"84","178"
"84","108"
"84","89"
"84","117"
"84","100"
"84","110"
"84","167"
"84","116"
"84","104"
"84","155"
"84","159"
"84","134"
"84","93"
"84","126"
"84","157"
"84","150"
"84","122"
"84","121"
"84","177"
"84","174"
"84","95"
"84","98"
"84","149"
"84","118"
"84","94"
"84","171"
"84","163"
"84","137"
"84","123"
"84","105"
"84","136"
"84","173"
"84","128"
"84","152"
"84","139"
"84","107"
"84","142"
"84","88"
"84","62"
"84","46"
"84","31"
"84","69"
"84","79"
"84","11"
"84","14"
"84","4"
"84","60"
"84","41"
"84","33"
"84","48"
"84","68"
"84","81"
"84","40"
"84","59"
"84","23"
"84","27"
"84","30"
"84","70"
"84","10"
"84","50"
"84","76"
"84","53"
"84","36"
"84","18"
"84","52"
"84","12"
"84","49"
"84","35"
"84","42"
"84","54"
"84","77"
"84","25"
"84","67"
"84","44"
"84","43"
"84","20"
"84","24"
"84","17"
"84","73"
"84","65"
"84","29"
"84","72"
"84","21"
"84","6"
"84","82"
"84","78"
"84","83"
"84","63"
"84","7"
"84","13"
"84","47"
"84","75"
"84","57"
"84","39"
"84","38"
"84","22"
"84","2"
"84","32"
"84","28"
"84","3"
"84","66"
"84","71"
"84","74"
"84","45"
"84","1"
"84","61"
"84","26"
"84","37"
"84","5"
"84","55"
"84","58"
"84","8"
"84","34"
"84","15"
"84","51"
"85","119"
"85","110"
"85","125"
"85","136"
"85","116"
"85","132"
"85","172"
"85","102"
"85","156"
"85","117"
"85","121"
"85","163"
"85","148"
"85","96"
"85","160"
"85","114"
"85","152"
"85","133"
"85","127"
"85","108"
"85","168"
"85","169"
"85","144"
"85","146"
"85","167"
"85","157"
"85","115"
"85","154"
"85","112"
"85","104"
"85","162"
"85","166"
"85","101"
"85","143"
"85","138"
"85","86"
"85","173"
"85","141"
"85","118"
"85","126"
"85","171"
"85","176"
"85","155"
"85","142"
"85","123"
"85","98"
"85","178"
"85","165"
"85","174"
"85","106"
"85","149"
"85","130"
"85","120"
"85","92"
"85","103"
"85","89"
"85","170"
"85","122"
"85","135"
"85","161"
"85","150"
"85","124"
"85","145"
"85","159"
"85","111"
"85","109"
"85","95"
"85","140"
"85","100"
"85","151"
"85","175"
"85","147"
"85","128"
"85","93"
"85","94"
"85","91"
"85","97"
"85","88"
"85","137"
"85","107"
"85","105"
"85","134"
"85","164"
"85","177"
"85","153"
"85","139"
"85","99"
"85","71"
"85","20"
"85","45"
"85","26"
"85","63"
"85","23"
"85","49"
"85","11"
"85","4"
"85","53"
"85","25"
"85","3"
"85","1"
"85","8"
"85","27"
"85","29"
"85","42"
"85","73"
"85","21"
"85","39"
"85","10"
"85","52"
"85","58"
"85","36"
"85","68"
"85","79"
"85","6"
"85","47"
"85","30"
"85","72"
"85","57"
"85","77"
"85","55"
"85","13"
"85","62"
"85","43"
"85","12"
"85","75"
"85","81"
"85","14"
"85","78"
"85","70"
"85","15"
"85","61"
"85","67"
"85","40"
"85","32"
"85","41"
"85","66"
"85","84"
"85","19"
"85","48"
"85","35"
"85","17"
"85","34"
"85","2"
"85","82"
"85","38"
"85","7"
"85","28"
"85","83"
"85","5"
"85","76"
"85","37"
"85","22"
"85","44"
"85","56"
"85","50"
"85","31"
"85","51"
"85","33"
"85","46"
"85","69"
"85","54"
"85","18"
"85","65"
"85","74"
"85","59"
"85","24"
"85","60"
"86","136"
"86","163"
"86","111"
"86","112"
"86","110"
"86","109"
"86","120"
"86","173"
"86","160"
"86","170"
"86","128"
"86","107"
"86","122"
"86","125"
"86","162"
"86","108"
"86","150"
"86","134"
"86","164"
"86","98"
"86","133"
"86","117"
"86","126"
"86","102"
"86","88"
"86","132"
"86","137"
"86","91"
"86","123"
"86","92"
"86","89"
"86","166"
"86","99"
"86","106"
"86","154"
"86","116"
"86","127"
"86","175"
"86","105"
"86","101"
"86","153"
"86","119"
"86","139"
"86","169"
"86","121"
"86","157"
"86","149"
"86","115"
"86","174"
"86","94"
"86","171"
"86","151"
"86","176"
"86","114"
"86","96"
"86","159"
"86","147"
"86","148"
"86","97"
"86","177"
"86","140"
"86","156"
"86","135"
"86","161"
"86","143"
"86","155"
"86","165"
"86","168"
"86","145"
"86","138"
"86","100"
"86","152"
"86","178"
"86","144"
"86","124"
"86","93"
"86","130"
"86","141"
"86","167"
"86","146"
"86","95"
"86","118"
"86","103"
"86","104"
"86","172"
"86","142"
"86","28"
"86","60"
"86","48"
"86","74"
"86","17"
"86","36"
"86","10"
"86","25"
"86","7"
"86","81"
"86","79"
"86","13"
"86","46"
"86","68"
"86","31"
"86","26"
"86","23"
"86","43"
"86","58"
"86","11"
"86","20"
"86","82"
"86","52"
"86","21"
"86","41"
"86","47"
"86","65"
"86","77"
"86","85"
"86","49"
"86","44"
"86","51"
"86","78"
"86","6"
"86","19"
"86","76"
"86","42"
"86","24"
"86","75"
"86","40"
"86","72"
"86","14"
"86","69"
"86","67"
"86","53"
"86","63"
"86","8"
"86","12"
"86","2"
"86","5"
"86","57"
"86","54"
"86","55"
"86","18"
"86","84"
"86","27"
"86","71"
"86","4"
"86","70"
"86","33"
"86","34"
"86","15"
"86","38"
"86","22"
"86","1"
"86","83"
"86","29"
"86","32"
"86","62"
"86","61"
"86","45"
"86","35"
"86","37"
"86","39"
"86","30"
"86","3"
"86","50"
"86","59"
"86","66"
"86","73"
"87","170"
"87","92"
"87","118"
"87","113"
"87","178"
"87","133"
"87","165"
"87","134"
"87","171"
"87","116"
"87","91"
"87","88"
"87","148"
"87","154"
"87","100"
"87","151"
"87","115"
"87","159"
"87","131"
"87","117"
"87","173"
"87","158"
"87","177"
"87","150"
"87","127"
"87","142"
"87","101"
"87","96"
"87","172"
"87","82"
"87","6"
"87","73"
"87","70"
"87","8"
"87","66"
"87","12"
"87","13"
"87","46"
"87","44"
"87","27"
"87","15"
"87","56"
"87","4"
"87","64"
"87","11"
"87","72"
"87","19"
"87","80"
"87","5"
"87","26"
"87","77"
"87","43"
"88","130"
"88","145"
"88","148"
"88","135"
"88","105"
"88","163"
"88","112"
"88","93"
"88","140"
"88","162"
"88","91"
"88","152"
"88","153"
"88","132"
"88","110"
"88","178"
"88","133"
"88","166"
"88","160"
"88","144"
"88","111"
"88","121"
"88","138"
"88","108"
"88","157"
"88","177"
"88","126"
"88","128"
"88","170"
"88","124"
"88","97"
"88","100"
"88","102"
"88","147"
"88","159"
"88","92"
"88","94"
"88","156"
"88","120"
"88","99"
"88","115"
"88","101"
"88","150"
"88","116"
"88","103"
"88","117"
"88","95"
"88","89"
"88","155"
"88","104"
"88","143"
"88","119"
"88","118"
"88","171"
"88","137"
"88","142"
"88","113"
"88","107"
"88","146"
"88","141"
"88","96"
"88","134"
"88","176"
"88","136"
"88","161"
"88","151"
"88","175"
"88","139"
"88","174"
"88","154"
"88","165"
"88","127"
"88","98"
"88","168"
"88","109"
"88","123"
"88","172"
"88","164"
"88","106"
"88","169"
"88","114"
"88","149"
"88","167"
"88","173"
"88","125"
"88","122"
"88","20"
"88","34"
"88","6"
"88","11"
"88","21"
"88","15"
"88","14"
"88","43"
"88","23"
"88","78"
"88","42"
"88","50"
"88","56"
"88","45"
"88","29"
"88","37"
"88","66"
"88","25"
"88","57"
"88","67"
"88","62"
"88","60"
"88","31"
"88","18"
"88","22"
"88","86"
"88","17"
"88","48"
"88","32"
"88","1"
"88","53"
"88","35"
"88","87"
"88","36"
"88","52"
"88","44"
"88","27"
"88","12"
"88","40"
"88","38"
"88","2"
"88","3"
"88","4"
"88","30"
"88","70"
"88","26"
"88","10"
"88","68"
"88","61"
"88","7"
"88","81"
"88","24"
"88","77"
"88","41"
"88","46"
"88","55"
"88","47"
"88","49"
"88","28"
"88","8"
"88","73"
"88","65"
"88","39"
"88","79"
"88","76"
"88","85"
"88","58"
"88","5"
"88","71"
"88","33"
"88","13"
"88","83"
"88","19"
"88","82"
"88","63"
"88","54"
"88","69"
"88","84"
"88","72"
"88","51"
"88","75"
"88","74"
"88","59"
"89","99"
"89","139"
"89","120"
"89","119"
"89","156"
"89","166"
"89","169"
"89","122"
"89","97"
"89","95"
"89","160"
"89","167"
"89","133"
"89","144"
"89","96"
"89","137"
"89","126"
"89","103"
"89","135"
"89","116"
"89","164"
"89","93"
"89","128"
"89","168"
"89","112"
"89","114"
"89","107"
"89","140"
"89","155"
"89","111"
"89","124"
"89","159"
"89","136"
"89","152"
"89","170"
"89","134"
"89","125"
"89","141"
"89","108"
"89","100"
"89","98"
"89","110"
"89","153"
"89","143"
"89","149"
"89","105"
"89","106"
"89","104"
"89","127"
"89","94"
"89","109"
"89","148"
"89","157"
"89","150"
"89","102"
"89","92"
"89","132"
"89","147"
"89","171"
"89","138"
"89","121"
"89","130"
"89","178"
"89","165"
"89","123"
"89","175"
"89","161"
"89","162"
"89","22"
"89","83"
"89","57"
"89","39"
"89","31"
"89","47"
"89","65"
"89","35"
"89","2"
"89","15"
"89","5"
"89","70"
"89","21"
"89","27"
"89","6"
"89","12"
"89","58"
"89","86"
"89","34"
"89","69"
"89","49"
"89","45"
"89","41"
"89","53"
"89","71"
"89","1"
"89","60"
"89","25"
"89","18"
"89","55"
"89","85"
"89","82"
"89","79"
"89","3"
"89","17"
"89","10"
"89","76"
"89","88"
"89","74"
"89","52"
"89","42"
"89","48"
"89","67"
"89","59"
"89","38"
"89","37"
"89","28"
"89","84"
"89","62"
"89","36"
"89","43"
"89","61"
"89","50"
"89","40"
"89","23"
"89","68"
"89","44"
"89","78"
"89","81"
"89","32"
"89","46"
"89","72"
"89","51"
"89","24"
"89","7"
"89","30"
"89","8"
"89","75"
"89","54"
"89","33"
"91","157"
"91","97"
"91","171"
"91","131"
"91","173"
"91","130"
"91","144"
"91","124"
"91","159"
"91","162"
"91","102"
"91","112"
"91","140"
"91","134"
"91","113"
"91","100"
"91","177"
"91","117"
"91","141"
"91","104"
"91","161"
"91","135"
"91","152"
"91","155"
"91","156"
"91","146"
"91","116"
"91","120"
"91","94"
"91","158"
"91","125"
"91","165"
"91","151"
"91","108"
"91","148"
"91","118"
"91","167"
"91","160"
"91","115"
"91","169"
"91","101"
"91","96"
"91","110"
"91","122"
"91","176"
"91","153"
"91","174"
"91","150"
"91","99"
"91","178"
"91","132"
"91","142"
"91","143"
"91","127"
"91","106"
"91","154"
"91","119"
"91","109"
"91","105"
"91","163"
"91","168"
"91","92"
"91","133"
"91","103"
"91","136"
"91","145"
"91","147"
"91","164"
"91","137"
"91","175"
"91","98"
"91","170"
"91","107"
"91","172"
"91","139"
"91","11"
"91","71"
"91","39"
"91","22"
"91","70"
"91","41"
"91","12"
"91","59"
"91","50"
"91","72"
"91","88"
"91","13"
"91","68"
"91","48"
"91","27"
"91","64"
"91","4"
"91","18"
"91","63"
"91","24"
"91","86"
"91","87"
"91","74"
"91","65"
"91","60"
"91","83"
"91","77"
"91","14"
"91","33"
"91","6"
"91","84"
"91","61"
"91","20"
"91","29"
"91","73"
"91","76"
"91","37"
"91","80"
"91","10"
"91","56"
"91","5"
"91","57"
"91","45"
"91","44"
"91","43"
"91","67"
"91","23"
"91","42"
"91","15"
"91","35"
"91","34"
"91","31"
"91","78"
"91","17"
"91","36"
"91","85"
"91","19"
"91","51"
"91","26"
"91","8"
"91","55"
"91","75"
"91","1"
"91","54"
"91","58"
"91","21"
"91","66"
"91","46"
"91","82"
"91","69"
"92","116"
"92","111"
"92","134"
"92","139"
"92","113"
"92","162"
"92","176"
"92","174"
"92","177"
"92","157"
"92","138"
"92","161"
"92","106"
"92","155"
"92","107"
"92","120"
"92","170"
"92","167"
"92","124"
"92","105"
"92","97"
"92","117"
"92","98"
"92","94"
"92","149"
"92","152"
"92","136"
"92","164"
"92","95"
"92","118"
"92","145"
"92","168"
"92","146"
"92","166"
"92","154"
"92","128"
"92","150"
"92","158"
"92","127"
"92","142"
"92","130"
"92","112"
"92","122"
"92","151"
"92","100"
"92","175"
"92","143"
"92","148"
"92","147"
"92","173"
"92","153"
"92","115"
"92","108"
"92","104"
"92","102"
"92","160"
"92","171"
"92","169"
"92","141"
"92","114"
"92","103"
"92","144"
"92","140"
"92","110"
"92","172"
"92","109"
"92","125"
"92","135"
"92","121"
"92","101"
"92","123"
"92","119"
"92","178"
"92","99"
"92","156"
"92","126"
"92","133"
"92","137"
"92","163"
"92","96"
"92","132"
"92","159"
"92","93"
"92","165"
"92","54"
"92","23"
"92","87"
"92","62"
"92","70"
"92","44"
"92","77"
"92","80"
"92","48"
"92","51"
"92","31"
"92","75"
"92","27"
"92","18"
"92","38"
"92","67"
"92","29"
"92","1"
"92","47"
"92","74"
"92","13"
"92","8"
"92","66"
"92","82"
"92","86"
"92","32"
"92","40"
"92","61"
"92","45"
"92","84"
"92","12"
"92","33"
"92","35"
"92","20"
"92","88"
"92","7"
"92","68"
"92","19"
"92","52"
"92","78"
"92","34"
"92","85"
"92","81"
"92","4"
"92","56"
"92","11"
"92","36"
"92","25"
"92","15"
"92","69"
"92","63"
"92","22"
"92","26"
"92","57"
"92","30"
"92","59"
"92","39"
"92","6"
"92","55"
"92","72"
"92","65"
"92","46"
"92","21"
"92","43"
"92","42"
"92","14"
"92","83"
"92","60"
"92","37"
"92","58"
"92","24"
"92","10"
"92","89"
"92","50"
"92","73"
"92","91"
"92","28"
"92","64"
"92","41"
"92","2"
"92","5"
"92","71"
"92","17"
"92","3"
"92","79"
"92","76"
"92","49"
"92","53"
"93","149"
"93","105"
"93","100"
"93","167"
"93","112"
"93","94"
"93","135"
"93","152"
"93","123"
"93","122"
"93","170"
"93","99"
"93","124"
"93","97"
"93","104"
"93","161"
"93","137"
"93","165"
"93","107"
"93","178"
"93","95"
"93","128"
"93","127"
"93","141"
"93","162"
"93","106"
"93","155"
"93","148"
"93","150"
"93","125"
"93","108"
"93","119"
"93","116"
"93","98"
"93","121"
"93","110"
"93","133"
"93","140"
"93","132"
"93","144"
"93","130"
"93","96"
"93","120"
"93","156"
"93","109"
"93","111"
"93","138"
"93","168"
"93","171"
"93","164"
"93","160"
"93","136"
"93","153"
"93","147"
"93","134"
"93","126"
"93","159"
"93","175"
"93","143"
"93","103"
"93","157"
"93","166"
"93","169"
"93","102"
"93","114"
"93","139"
"93","53"
"93","44"
"93","88"
"93","15"
"93","7"
"93","50"
"93","36"
"93","47"
"93","17"
"93","3"
"93","67"
"93","79"
"93","75"
"93","78"
"93","71"
"93","59"
"93","57"
"93","76"
"93","33"
"93","42"
"93","89"
"93","48"
"93","39"
"93","54"
"93","37"
"93","72"
"93","68"
"93","32"
"93","62"
"93","35"
"93","69"
"93","74"
"93","65"
"93","8"
"93","34"
"93","58"
"93","61"
"93","60"
"93","41"
"93","18"
"93","55"
"93","31"
"93","38"
"93","81"
"93","51"
"93","52"
"93","6"
"93","45"
"93","21"
"93","25"
"93","83"
"93","84"
"93","23"
"93","86"
"93","24"
"93","85"
"93","82"
"93","10"
"93","70"
"93","46"
"93","12"
"93","22"
"93","28"
"93","2"
"93","30"
"93","49"
"93","1"
"93","92"
"93","40"
"94","124"
"94","168"
"94","100"
"94","111"
"94","169"
"94","175"
"94","153"
"94","95"
"94","125"
"94","114"
"94","172"
"94","173"
"94","143"
"94","141"
"94","126"
"94","136"
"94","170"
"94","102"
"94","171"
"94","107"
"94","128"
"94","106"
"94","120"
"94","140"
"94","104"
"94","161"
"94","138"
"94","127"
"94","139"
"94","162"
"94","108"
"94","130"
"94","177"
"94","121"
"94","116"
"94","152"
"94","160"
"94","122"
"94","119"
"94","145"
"94","117"
"94","167"
"94","132"
"94","159"
"94","112"
"94","115"
"94","174"
"94","148"
"94","166"
"94","163"
"94","165"
"94","105"
"94","142"
"94","134"
"94","97"
"94","137"
"94","146"
"94","98"
"94","118"
"94","99"
"94","103"
"94","96"
"94","109"
"94","155"
"94","176"
"94","110"
"94","133"
"94","101"
"94","151"
"94","123"
"94","164"
"94","144"
"94","157"
"94","135"
"94","150"
"94","154"
"94","147"
"94","156"
"94","149"
"94","178"
"94","27"
"94","5"
"94","38"
"94","3"
"94","61"
"94","70"
"94","45"
"94","14"
"94","79"
"94","63"
"94","11"
"94","93"
"94","75"
"94","67"
"94","1"
"94","50"
"94","32"
"94","31"
"94","73"
"94","47"
"94","28"
"94","76"
"94","55"
"94","68"
"94","46"
"94","4"
"94","58"
"94","92"
"94","10"
"94","7"
"94","36"
"94","54"
"94","74"
"94","43"
"94","81"
"94","65"
"94","60"
"94","88"
"94","40"
"94","2"
"94","20"
"94","91"
"94","77"
"94","86"
"94","69"
"94","24"
"94","8"
"94","48"
"94","49"
"94","6"
"94","66"
"94","26"
"94","22"
"94","71"
"94","44"
"94","53"
"94","83"
"94","15"
"94","21"
"94","30"
"94","35"
"94","39"
"94","51"
"94","17"
"94","89"
"94","41"
"94","18"
"94","85"
"94","33"
"94","72"
"94","57"
"94","29"
"94","13"
"94","84"
"94","42"
"94","52"
"94","12"
"94","34"
"94","59"
"94","62"
"94","82"
"94","23"
"94","78"
"94","25"
"94","37"
"95","107"
"95","133"
"95","153"
"95","138"
"95","150"
"95","139"
"95","147"
"95","120"
"95","162"
"95","105"
"95","98"
"95","157"
"95","114"
"95","160"
"95","165"
"95","119"
"95","174"
"95","99"
"95","136"
"95","100"
"95","141"
"95","109"
"95","170"
"95","124"
"95","121"
"95","102"
"95","143"
"95","175"
"95","112"
"95","104"
"95","178"
"95","135"
"95","155"
"95","152"
"95","149"
"95","132"
"95","110"
"95","103"
"95","167"
"95","111"
"95","125"
"95","148"
"95","168"
"95","171"
"95","122"
"95","130"
"95","108"
"95","159"
"95","116"
"95","106"
"95","144"
"95","127"
"95","164"
"95","96"
"95","166"
"95","128"
"95","134"
"95","169"
"95","176"
"95","126"
"95","137"
"95","123"
"95","161"
"95","97"
"95","156"
"95","140"
"95","78"
"95","51"
"95","37"
"95","18"
"95","12"
"95","82"
"95","69"
"95","94"
"95","23"
"95","71"
"95","62"
"95","76"
"95","3"
"95","89"
"95","45"
"95","74"
"95","6"
"95","31"
"95","48"
"95","36"
"95","75"
"95","25"
"95","8"
"95","5"
"95","93"
"95","92"
"95","50"
"95","22"
"95","7"
"95","68"
"95","42"
"95","72"
"95","41"
"95","55"
"95","60"
"95","57"
"95","39"
"95","67"
"95","28"
"95","10"
"95","32"
"95","88"
"95","59"
"95","38"
"95","14"
"95","2"
"95","54"
"95","43"
"95","33"
"95","58"
"95","85"
"95","47"
"95","49"
"95","46"
"95","21"
"95","17"
"95","52"
"95","83"
"95","35"
"95","79"
"95","84"
"95","40"
"95","86"
"95","34"
"95","61"
"95","1"
"95","53"
"95","70"
"95","77"
"95","44"
"95","65"
"95","27"
"95","24"
"95","15"
"95","81"
"95","30"
"96","141"
"96","138"
"96","123"
"96","168"
"96","125"
"96","158"
"96","116"
"96","102"
"96","164"
"96","142"
"96","163"
"96","150"
"96","173"
"96","114"
"96","134"
"96","139"
"96","166"
"96","178"
"96","169"
"96","109"
"96","140"
"96","128"
"96","118"
"96","108"
"96","112"
"96","172"
"96","126"
"96","101"
"96","177"
"96","167"
"96","160"
"96","152"
"96","145"
"96","122"
"96","171"
"96","119"
"96","151"
"96","107"
"96","156"
"96","157"
"96","100"
"96","159"
"96","105"
"96","104"
"96","144"
"96","143"
"96","117"
"96","132"
"96","133"
"96","113"
"96","135"
"96","137"
"96","170"
"96","148"
"96","162"
"96","124"
"96","99"
"96","175"
"96","149"
"96","146"
"96","147"
"96","161"
"96","120"
"96","130"
"96","174"
"96","136"
"96","98"
"96","165"
"96","127"
"96","154"
"96","111"
"96","121"
"96","155"
"96","97"
"96","110"
"96","153"
"96","176"
"96","115"
"96","106"
"96","103"
"96","65"
"96","28"
"96","8"
"96","41"
"96","75"
"96","12"
"96","17"
"96","52"
"96","11"
"96","62"
"96","85"
"96","19"
"96","48"
"96","80"
"96","68"
"96","40"
"96","46"
"96","89"
"96","50"
"96","24"
"96","25"
"96","26"
"96","42"
"96","53"
"96","63"
"96","51"
"96","66"
"96","67"
"96","60"
"96","64"
"96","20"
"96","59"
"96","15"
"96","79"
"96","29"
"96","57"
"96","10"
"96","81"
"96","73"
"96","4"
"96","78"
"96","56"
"96","86"
"96","93"
"96","91"
"96","43"
"96","23"
"96","34"
"96","84"
"96","7"
"96","35"
"96","38"
"96","14"
"96","27"
"96","71"
"96","22"
"96","82"
"96","6"
"96","33"
"96","1"
"96","39"
"96","88"
"96","36"
"96","58"
"96","32"
"96","13"
"96","70"
"96","45"
"96","95"
"96","83"
"96","18"
"96","76"
"96","21"
"96","5"
"96","31"
"96","87"
"96","61"
"96","55"
"96","77"
"96","3"
"96","37"
"96","74"
"96","54"
"96","94"
"96","72"
"96","69"
"96","49"
"96","2"
"96","44"
"96","47"
"96","92"
"96","30"
"97","110"
"97","165"
"97","173"
"97","168"
"97","164"
"97","152"
"97","141"
"97","120"
"97","133"
"97","105"
"97","136"
"97","178"
"97","103"
"97","163"
"97","134"
"97","170"
"97","108"
"97","148"
"97","175"
"97","162"
"97","154"
"97","176"
"97","161"
"97","115"
"97","139"
"97","116"
"97","106"
"97","171"
"97","98"
"97","156"
"97","125"
"97","137"
"97","118"
"97","122"
"97","107"
"97","138"
"97","109"
"97","174"
"97","119"
"97","143"
"97","102"
"97","167"
"97","155"
"97","121"
"97","128"
"97","104"
"97","112"
"97","140"
"97","127"
"97","124"
"97","132"
"97","144"
"97","151"
"97","99"
"97","157"
"97","146"
"97","147"
"97","135"
"97","169"
"97","111"
"97","130"
"97","145"
"97","166"
"97","160"
"97","100"
"97","153"
"97","117"
"97","150"
"97","126"
"97","114"
"97","142"
"97","159"
"97","123"
"97","149"
"97","36"
"97","84"
"97","52"
"97","91"
"97","83"
"97","61"
"97","20"
"97","57"
"97","23"
"97","13"
"97","89"
"97","5"
"97","34"
"97","81"
"97","79"
"97","1"
"97","43"
"97","58"
"97","54"
"97","35"
"97","65"
"97","3"
"97","29"
"97","74"
"97","6"
"97","17"
"97","18"
"97","55"
"97","93"
"97","92"
"97","50"
"97","78"
"97","28"
"97","67"
"97","88"
"97","12"
"97","7"
"97","66"
"97","69"
"97","47"
"97","49"
"97","72"
"97","2"
"97","14"
"97","46"
"97","71"
"97","8"
"97","37"
"97","53"
"97","48"
"97","22"
"97","86"
"97","31"
"97","75"
"97","25"
"97","73"
"97","39"
"97","82"
"97","68"
"97","45"
"97","24"
"97","44"
"97","30"
"97","10"
"97","94"
"97","77"
"97","42"
"97","27"
"97","96"
"97","38"
"97","63"
"97","85"
"97","59"
"97","41"
"97","15"
"97","60"
"97","21"
"97","32"
"97","51"
"97","4"
"97","11"
"97","40"
"97","33"
"97","95"
"97","70"
"97","62"
"97","76"
"98","140"
"98","136"
"98","104"
"98","127"
"98","117"
"98","118"
"98","150"
"98","169"
"98","125"
"98","161"
"98","174"
"98","133"
"98","111"
"98","152"
"98","151"
"98","159"
"98","122"
"98","164"
"98","175"
"98","176"
"98","114"
"98","155"
"98","116"
"98","142"
"98","124"
"98","170"
"98","166"
"98","102"
"98","107"
"98","141"
"98","144"
"98","139"
"98","110"
"98","177"
"98","123"
"98","149"
"98","103"
"98","148"
"98","121"
"98","108"
"98","163"
"98","105"
"98","120"
"98","130"
"98","147"
"98","99"
"98","126"
"98","132"
"98","138"
"98","171"
"98","146"
"98","109"
"98","154"
"98","156"
"98","115"
"98","112"
"98","106"
"98","137"
"98","135"
"98","119"
"98","157"
"98","168"
"98","145"
"98","178"
"98","100"
"98","134"
"98","162"
"98","165"
"98","143"
"98","173"
"98","128"
"98","167"
"98","160"
"98","153"
"98","47"
"98","40"
"98","46"
"98","54"
"98","7"
"98","65"
"98","60"
"98","63"
"98","36"
"98","51"
"98","34"
"98","68"
"98","44"
"98","42"
"98","12"
"98","35"
"98","72"
"98","95"
"98","86"
"98","52"
"98","61"
"98","41"
"98","62"
"98","32"
"98","23"
"98","97"
"98","33"
"98","66"
"98","28"
"98","79"
"98","67"
"98","50"
"98","26"
"98","49"
"98","92"
"98","22"
"98","82"
"98","43"
"98","18"
"98","45"
"98","58"
"98","85"
"98","31"
"98","57"
"98","21"
"98","78"
"98","93"
"98","30"
"98","38"
"98","74"
"98","73"
"98","59"
"98","4"
"98","2"
"98","77"
"98","27"
"98","89"
"98","37"
"98","24"
"98","25"
"98","6"
"98","53"
"98","96"
"98","17"
"98","5"
"98","55"
"98","8"
"98","13"
"98","3"
"98","94"
"98","84"
"98","11"
"98","88"
"98","75"
"98","83"
"98","48"
"98","29"
"98","10"
"98","81"
"98","20"
"98","14"
"98","70"
"98","1"
"98","71"
"98","76"
"98","91"
"98","39"
"98","69"
"98","15"
"99","156"
"99","165"
"99","147"
"99","144"
"99","117"
"99","178"
"99","145"
"99","139"
"99","133"
"99","169"
"99","105"
"99","109"
"99","107"
"99","140"
"99","121"
"99","134"
"99","152"
"99","123"
"99","135"
"99","151"
"99","164"
"99","171"
"99","136"
"99","143"
"99","128"
"99","150"
"99","111"
"99","106"
"99","118"
"99","112"
"99","166"
"99","132"
"99","130"
"99","167"
"99","174"
"99","168"
"99","173"
"99","102"
"99","162"
"99","104"
"99","170"
"99","153"
"99","114"
"99","142"
"99","149"
"99","103"
"99","141"
"99","176"
"99","122"
"99","172"
"99","108"
"99","138"
"99","124"
"99","125"
"99","115"
"99","154"
"99","177"
"99","110"
"99","100"
"99","116"
"99","127"
"99","160"
"99","146"
"99","157"
"99","148"
"99","161"
"99","159"
"99","163"
"99","175"
"99","119"
"99","126"
"99","137"
"99","155"
"99","120"
"99","17"
"99","40"
"99","8"
"99","89"
"99","68"
"99","84"
"99","35"
"99","83"
"99","67"
"99","27"
"99","22"
"99","15"
"99","55"
"99","45"
"99","38"
"99","5"
"99","61"
"99","32"
"99","37"
"99","65"
"99","18"
"99","81"
"99","93"
"99","39"
"99","95"
"99","6"
"99","86"
